feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
6821367,1000006123,86539,2,Product was damaged during delivery.,Customer Service,Negative,2023-12-25
4387983,1000016802,64894,3,Not worth the price I paid.,App Experience,Negative,2023-11-20
2119199,1000006102,83723,2,The packaging was poor.,Customer Service,Negative,2024-03-04
3673091,1000011651,96683,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-08-10
5457849,1000008248,30870,4,"Overall good experience, thank you!",Delivery,Positive,2024-08-31
9538895,1000015169,27759,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-12-22
218118,1000008186,65548,1,Very disappointed with the quality.,App Experience,Negative,2024-01-03
7506730,1000015064,32996,3,The order was incorrect.,Customer Service,Negative,2024-01-03
2258334,1000013744,48710,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-06-13
9694829,1000014472,99778,1,Not worth the price I paid.,App Experience,Negative,2023-10-26
9266040,1000001746,99192,4,"Average experience, could improve.",Customer Service,Neutral,2023-05-28
4627941,1000002969,67872,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-12-18
3410468,1000012725,69106,1,Customer service was not helpful.,Product Quality,Negative,2024-10-28
7808003,1000008972,57238,4,"Overall good experience, thank you!",Delivery,Positive,2024-09-11
5396591,1000009384,71685,4,Very fresh and well-packaged.,App Experience,Positive,2023-08-13
8508135,1000007889,99313,4,"It was okay, nothing special.",Product Quality,Neutral,2023-07-18
8893880,1000000356,23487,1,Product was damaged during delivery.,Customer Service,Negative,2024-10-23
9969996,1000014514,42269,4,Customer service was very helpful.,App Experience,Positive,2023-07-19
7347232,1000002759,62852,5,Great prices and fast delivery!,Delivery,Positive,2024-07-02
1826471,1000006510,98573,4,"Average experience, could improve.",Product Quality,Neutral,2024-03-04
1853157,1000008399,86393,3,Delivery was late and I was unhappy.,App Experience,Negative,2024-02-22
2016981,1000009819,83847,1,Very disappointed with the quality.,Delivery,Negative,2024-08-19
1179030,1000004006,88472,3,The product met my expectations.,Customer Service,Neutral,2023-10-12
904561,1000016777,40610,2,Taste was not as expected.,Customer Service,Negative,2024-04-16
6006476,1000018307,68306,2,Delivery was late and I was unhappy.,App Experience,Negative,2024-06-17
1580186,1000016526,13774,3,The order was incorrect.,Product Quality,Negative,2023-11-16
5214493,1000010341,50605,4,Highly recommended!,Delivery,Positive,2023-10-18
9089143,1000018853,32924,1,I had a bad experience.,Delivery,Negative,2023-05-18
3864692,1000001254,20852,3,"Average experience, could improve.",App Experience,Neutral,2024-03-11
6382544,1000004594,86220,5,Very happy with the service!,Product Quality,Positive,2024-08-24
5135582,1000007637,97363,5,Very fresh and well-packaged.,Customer Service,Positive,2023-12-10
5475798,1000000338,40689,4,Very fresh and well-packaged.,App Experience,Positive,2024-05-28
7892860,1000012439,94611,1,Not worth the price I paid.,Delivery,Negative,2024-07-18
2079618,1000007134,51139,3,Delivery was late and I was unhappy.,Delivery,Negative,2024-05-10
8823012,1000000162,85952,2,Taste was not as expected.,App Experience,Negative,2024-06-17
4208590,1000007747,21548,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-09-19
2535594,1000012844,93175,4,"Overall good experience, thank you!",Customer Service,Positive,2024-01-22
800814,1000005994,40986,5,Highly recommended!,Customer Service,Positive,2024-10-08
505293,1000011182,29886,4,Will definitely order again.,Customer Service,Positive,2024-01-09
4267974,1000006246,14187,4,Will definitely order again.,Product Quality,Positive,2023-07-19
3189017,1000001738,99173,3,The order was incorrect.,Customer Service,Negative,2023-08-31
8661182,1000012286,10551,5,"Overall good experience, thank you!",Customer Service,Positive,2024-01-25
769039,1000017106,19096,2,The packaging was poor.,Customer Service,Negative,2024-03-12
3948471,1000006360,84507,3,The product met my expectations.,App Experience,Neutral,2023-08-27
9584921,1000016331,14348,4,The product met my expectations.,Customer Service,Neutral,2024-07-20
6051768,1000015022,90329,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-08-27
2240470,1000011888,22485,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-08-08
434327,1000014604,50751,1,Delivery was late and I was unhappy.,Delivery,Negative,2023-05-14
2667736,1000008574,73983,4,The product met my expectations.,App Experience,Neutral,2023-12-21
2722298,1000013054,77302,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-11-10
2971389,1000003547,77602,2,Not worth the price I paid.,Product Quality,Negative,2023-10-30
3645904,1000009278,44777,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-03-25
9558043,1000017532,96684,3,Not worth the price I paid.,Customer Service,Negative,2023-07-17
796848,1000006405,63303,3,The product met my expectations.,App Experience,Neutral,2024-03-22
5396639,1000012050,16600,3,"It was okay, nothing special.",App Experience,Neutral,2024-10-23
7567102,1000004863,67551,4,"It was okay, nothing special.",Customer Service,Neutral,2024-01-15
3048275,1000007660,84892,4,"It was okay, nothing special.",App Experience,Neutral,2024-03-18
1307315,1000012292,22182,4,Good selection of products.,Customer Service,Positive,2024-05-14
8288925,1000019819,66093,4,"It was okay, nothing special.",Product Quality,Neutral,2024-08-07
1028267,1000018356,38515,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-01-06
8867242,1000014941,26826,4,"Overall good experience, thank you!",App Experience,Positive,2023-06-04
5862796,1000011583,77203,2,Very disappointed with the quality.,Product Quality,Negative,2024-02-13
6536852,1000008885,40189,4,Items were in perfect condition.,Customer Service,Positive,2023-04-23
5226763,1000013194,28052,4,"Average experience, could improve.",App Experience,Neutral,2023-04-10
3646915,1000002825,44631,4,Customer service was very helpful.,Customer Service,Positive,2024-03-24
9483867,1000012362,88007,4,"Overall good experience, thank you!",App Experience,Positive,2023-04-14
4838671,1000011646,97935,3,Not worth the price I paid.,Product Quality,Negative,2023-05-08
2695814,1000010207,56151,5,Highly recommended!,Delivery,Positive,2023-04-19
8075814,1000014823,74244,5,"Overall good experience, thank you!",Delivery,Positive,2024-02-19
4503464,1000017794,99837,3,Delivery was late and I was unhappy.,Product Quality,Negative,2023-12-01
5245175,1000013467,79865,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-24
6317302,1000017342,26662,3,The product met my expectations.,Customer Service,Neutral,2023-10-17
3558916,1000006095,86934,4,"Average experience, could improve.",Customer Service,Neutral,2023-12-23
9309562,1000014054,52070,5,Very happy with the service!,Delivery,Positive,2024-02-27
3645749,1000014726,78461,4,Customer service was very helpful.,Product Quality,Positive,2024-09-10
8689857,1000015796,41159,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-06-10
6810284,1000018489,16989,1,The order was incorrect.,Customer Service,Negative,2024-02-22
4832505,1000016503,43690,4,"It was okay, nothing special.",Customer Service,Neutral,2023-03-24
8573577,1000002305,44704,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-09-23
9710394,1000016962,29829,4,"Overall good experience, thank you!",Product Quality,Positive,2023-07-15
9115271,1000001976,29029,1,Product was damaged during delivery.,Customer Service,Negative,2024-09-14
7997014,1000008540,47067,1,Customer service was not helpful.,Product Quality,Negative,2024-08-21
9907044,1000001483,93416,4,Items were in perfect condition.,Customer Service,Positive,2023-04-14
8624509,1000018450,59954,5,Will definitely order again.,Product Quality,Positive,2024-04-11
277772,1000012466,29329,4,Good selection of products.,Product Quality,Positive,2024-10-12
4433508,1000003749,31491,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-10-24
2200908,1000009771,23760,3,Product was damaged during delivery.,Product Quality,Negative,2024-07-09
3299950,1000011959,72213,4,Very fresh and well-packaged.,Product Quality,Positive,2024-03-01
7344441,1000010544,48230,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-09-23
9999293,1000016036,98479,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-08-14
7772418,1000004286,26344,5,Great prices and fast delivery!,Product Quality,Positive,2023-09-02
7069842,1000002684,97230,3,"Average experience, could improve.",App Experience,Neutral,2024-01-06
9554397,1000019654,35932,3,I had a bad experience.,Product Quality,Negative,2023-08-04
3841538,1000011245,84472,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-12-15
9559642,1000002102,46198,4,Customer service was very helpful.,App Experience,Positive,2023-06-16
8001293,1000002365,32719,4,Will definitely order again.,Customer Service,Positive,2023-07-11
4135195,1000004540,31105,4,Great prices and fast delivery!,Customer Service,Positive,2024-01-01
7143754,1000000567,78679,4,Very happy with the service!,Product Quality,Positive,2023-06-09
5339779,1000003322,98106,4,Items were in perfect condition.,Product Quality,Positive,2023-09-02
4459651,1000009516,71489,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-01-05
9857854,1000008625,28939,2,I had a bad experience.,Delivery,Negative,2023-11-11
9095652,1000008092,52902,4,Very happy with the service!,App Experience,Positive,2023-08-04
42984,1000008378,87809,3,Very disappointed with the quality.,Product Quality,Negative,2024-03-23
3343062,1000017409,15927,2,The order was incorrect.,App Experience,Negative,2023-06-20
1066171,1000016362,43976,4,Will definitely order again.,Product Quality,Positive,2024-05-04
7794000,1000000075,45179,5,"Excellent quality, will buy again!",App Experience,Positive,2024-02-09
2600473,1000018220,79037,3,"Average experience, could improve.",Customer Service,Neutral,2024-03-22
8779672,1000013895,66638,4,Good selection of products.,App Experience,Positive,2024-01-05
6190057,1000015326,34872,2,I had a bad experience.,App Experience,Negative,2023-12-14
9083592,1000010213,81431,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-06-15
4151319,1000018344,27218,3,Product was damaged during delivery.,Product Quality,Negative,2023-04-14
3949778,1000017559,99218,3,Delivery was late and I was unhappy.,Customer Service,Negative,2023-09-09
2414365,1000017075,82469,2,The order was incorrect.,App Experience,Negative,2024-02-06
4023586,1000006850,29675,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-05-13
8948916,1000006154,80443,4,Customer service was very helpful.,App Experience,Positive,2024-03-07
5866547,1000019889,41243,4,"Excellent quality, will buy again!",Product Quality,Positive,2024-05-16
9310606,1000002443,97970,4,"Average experience, could improve.",App Experience,Neutral,2024-06-03
6325764,1000012675,55237,5,Customer service was very helpful.,Product Quality,Positive,2023-06-11
780998,1000003914,32283,3,Not worth the price I paid.,App Experience,Negative,2023-10-11
1374697,1000013238,48818,5,Great prices and fast delivery!,Customer Service,Positive,2023-10-19
1671005,1000013588,60337,2,Delivery was late and I was unhappy.,Customer Service,Negative,2023-06-16
2897666,1000001771,76787,4,The product met my expectations.,Product Quality,Neutral,2024-05-05
6384262,1000013029,11592,4,Good selection of products.,Customer Service,Positive,2023-07-08
674920,1000006737,47390,3,Product was damaged during delivery.,Product Quality,Negative,2024-09-20
4451870,1000018630,93845,4,The product met my expectations.,Product Quality,Neutral,2023-08-20
1816876,1000019349,64799,4,Highly recommended!,Product Quality,Positive,2024-05-18
3839889,1000003694,83887,5,Very happy with the service!,Product Quality,Positive,2023-11-26
2322560,1000000073,65057,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-07-29
7956230,1000010140,31193,2,Taste was not as expected.,App Experience,Negative,2023-03-26
6215097,1000010580,23088,3,The product met my expectations.,Customer Service,Neutral,2023-04-02
3218067,1000004206,43173,4,Very happy with the service!,Product Quality,Positive,2023-06-11
2261684,1000005743,91832,4,"Average experience, could improve.",Product Quality,Neutral,2024-06-20
2429889,1000006731,37539,1,I had a bad experience.,App Experience,Negative,2023-08-01
6781156,1000003462,64831,4,Highly recommended!,Delivery,Positive,2024-02-28
2304492,1000009857,21185,4,Items were in perfect condition.,Delivery,Positive,2023-05-31
89109,1000017736,88174,2,Very disappointed with the quality.,Delivery,Negative,2024-07-08
9670615,1000006338,94449,5,"Overall good experience, thank you!",Customer Service,Positive,2024-06-12
6210544,1000005201,68928,4,Will definitely order again.,Delivery,Positive,2023-07-31
9814043,1000007301,83530,3,Not worth the price I paid.,Product Quality,Negative,2023-04-11
9373392,1000015285,54449,4,Very fresh and well-packaged.,Product Quality,Positive,2024-09-15
6833836,1000010120,17324,4,Items were in perfect condition.,Delivery,Positive,2024-03-16
1330308,1000000779,86471,4,"Overall good experience, thank you!",Product Quality,Positive,2024-09-05
7044768,1000009762,56819,1,The packaging was poor.,Product Quality,Negative,2023-04-24
9220874,1000013175,52919,2,Delivery was late and I was unhappy.,Delivery,Negative,2024-03-03
1355657,1000007394,14873,2,Product was damaged during delivery.,Delivery,Negative,2024-05-05
4464188,1000003375,85445,2,Customer service was not helpful.,App Experience,Negative,2024-07-14
4413461,1000002319,13511,3,Taste was not as expected.,Delivery,Negative,2023-09-22
1153173,1000016496,47170,3,The product met my expectations.,Delivery,Neutral,2024-05-30
5807954,1000008757,82279,5,Customer service was very helpful.,Delivery,Positive,2024-03-24
7068080,1000004317,97002,5,Very happy with the service!,Product Quality,Positive,2024-03-25
877092,1000010823,65183,3,"Average experience, could improve.",Product Quality,Neutral,2023-09-08
6378461,1000009928,42653,3,"It was okay, nothing special.",App Experience,Neutral,2024-01-03
5360735,1000006966,64871,3,"It was okay, nothing special.",Delivery,Neutral,2024-06-22
6499583,1000015887,99582,2,Not worth the price I paid.,Delivery,Negative,2024-08-13
49225,1000015682,17441,4,Items were in perfect condition.,Delivery,Positive,2023-08-15
2020446,1000002933,15192,3,Items were missing from my order.,Delivery,Negative,2023-05-29
5592151,1000009068,39425,4,Great prices and fast delivery!,Delivery,Positive,2023-07-16
6385985,1000007782,99943,3,Not worth the price I paid.,Customer Service,Negative,2024-01-08
6303815,1000015444,97855,4,"It was okay, nothing special.",Delivery,Neutral,2024-09-07
443450,1000005900,42011,4,"It was okay, nothing special.",Product Quality,Neutral,2023-07-03
6316729,1000015162,44946,4,The product met my expectations.,Customer Service,Neutral,2024-05-20
3076332,1000016484,97795,4,Very happy with the service!,Product Quality,Positive,2023-05-13
2825859,1000006811,60389,2,Product was damaged during delivery.,Delivery,Negative,2024-03-05
3300971,1000007981,85648,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-04-13
2851803,1000012883,37775,1,Customer service was not helpful.,Delivery,Negative,2024-10-03
5284957,1000003070,85727,2,Customer service was not helpful.,Product Quality,Negative,2024-01-04
8848282,1000004765,49589,3,Product was damaged during delivery.,Product Quality,Negative,2024-10-03
1299237,1000000504,51652,5,"Overall good experience, thank you!",Customer Service,Positive,2024-07-25
2354752,1000000956,35295,2,Customer service was not helpful.,Delivery,Negative,2024-06-13
1228688,1000004989,95229,3,Delivery was late and I was unhappy.,Product Quality,Negative,2023-04-22
7092340,1000003957,15570,2,The order was incorrect.,Delivery,Negative,2024-09-20
1259060,1000002430,66648,2,Product was damaged during delivery.,Delivery,Negative,2023-08-30
385418,1000011001,52507,1,Items were missing from my order.,Delivery,Negative,2023-04-03
5504253,1000011720,29851,4,Highly recommended!,Customer Service,Positive,2024-05-07
5228421,1000014896,95763,5,Highly recommended!,App Experience,Positive,2023-11-27
1298762,1000001962,41475,3,"Average experience, could improve.",Delivery,Neutral,2024-06-20
528276,1000018335,23345,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-06-05
7060904,1000012332,91719,4,Will definitely order again.,Product Quality,Positive,2023-05-11
4347700,1000010543,78903,2,The order was incorrect.,Customer Service,Negative,2023-12-12
9399814,1000005223,21387,4,Will definitely order again.,App Experience,Positive,2023-05-16
4219729,1000000211,45972,5,Will definitely order again.,Delivery,Positive,2023-07-22
1112419,1000007299,94063,2,Very disappointed with the quality.,Delivery,Negative,2024-10-30
3988891,1000009719,34921,3,Product was damaged during delivery.,App Experience,Negative,2024-03-08
2028970,1000014822,15649,5,Great prices and fast delivery!,Delivery,Positive,2024-09-13
8691039,1000003947,60509,1,I had a bad experience.,Delivery,Negative,2023-08-21
5491124,1000010370,27525,5,Customer service was very helpful.,Delivery,Positive,2023-03-20
3644762,1000004480,84283,1,Taste was not as expected.,App Experience,Negative,2024-06-04
3369900,1000014847,89331,3,"It was okay, nothing special.",Product Quality,Neutral,2024-05-03
7725341,1000019147,15330,4,Highly recommended!,Product Quality,Positive,2024-05-16
1821177,1000010693,72076,4,The product met my expectations.,Product Quality,Neutral,2023-04-27
7395665,1000018852,23965,4,"Overall good experience, thank you!",Delivery,Positive,2023-08-22
8442312,1000001690,32646,4,"It was okay, nothing special.",App Experience,Neutral,2023-08-17
3420098,1000018166,63183,3,"It was okay, nothing special.",Delivery,Neutral,2023-05-06
4268297,1000016343,61008,2,The order was incorrect.,Product Quality,Negative,2024-09-20
2062790,1000014917,41634,4,The product met my expectations.,Delivery,Neutral,2023-10-29
5063997,1000017807,36918,2,Product was damaged during delivery.,Delivery,Negative,2024-01-23
3440583,1000000840,21000,5,Will definitely order again.,Delivery,Positive,2024-01-31
5898133,1000017354,15430,5,Great prices and fast delivery!,Delivery,Positive,2024-07-19
249866,1000004878,77563,5,Very fresh and well-packaged.,App Experience,Positive,2023-11-24
4223677,1000018499,28121,4,Highly recommended!,App Experience,Positive,2023-12-22
292869,1000015291,20583,4,Highly recommended!,App Experience,Positive,2023-10-13
862999,1000009877,94493,4,Highly recommended!,Customer Service,Positive,2023-04-18
6773477,1000001612,75494,2,Very disappointed with the quality.,App Experience,Negative,2023-06-16
9387680,1000014052,61226,2,I had a bad experience.,Delivery,Negative,2024-01-21
8380042,1000013598,61459,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-02-14
7472189,1000013366,64996,3,"It was okay, nothing special.",Customer Service,Neutral,2024-05-09
2610215,1000007912,78140,4,Very fresh and well-packaged.,Customer Service,Positive,2023-12-02
5711326,1000003964,35591,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-04-30
7132117,1000000985,24544,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-02-25
5679464,1000014636,45307,4,Items were in perfect condition.,App Experience,Positive,2023-07-23
9442728,1000000916,29249,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-05-02
1136687,1000004645,78239,4,"Overall good experience, thank you!",App Experience,Positive,2024-03-24
5869531,1000003925,76599,5,Customer service was very helpful.,Product Quality,Positive,2024-02-05
8860193,1000002662,49228,4,The product met my expectations.,App Experience,Neutral,2023-11-14
9459732,1000006928,87075,5,Good selection of products.,Delivery,Positive,2023-12-21
4489265,1000000726,94813,5,Highly recommended!,Product Quality,Positive,2023-06-16
7891822,1000000385,72650,3,Items were missing from my order.,Product Quality,Negative,2023-03-16
9961760,1000013466,18056,1,Items were missing from my order.,Product Quality,Negative,2024-07-23
2913936,1000011749,73609,5,Very happy with the service!,Customer Service,Positive,2023-10-22
8747347,1000005271,95438,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-05-09
6158304,1000001818,38664,4,The product met my expectations.,Delivery,Neutral,2024-08-30
3815674,1000011276,70693,5,Items were in perfect condition.,App Experience,Positive,2023-07-09
603426,1000015235,64111,4,"It was okay, nothing special.",App Experience,Neutral,2024-09-24
1682266,1000019566,70995,4,"It was okay, nothing special.",Customer Service,Neutral,2024-02-18
8453251,1000012935,51025,5,Highly recommended!,Product Quality,Positive,2023-04-30
9323563,1000006274,87649,3,The order was incorrect.,Customer Service,Negative,2023-10-22
595801,1000004820,73446,4,Very fresh and well-packaged.,Product Quality,Positive,2024-08-06
772991,1000001179,30552,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-12-19
7574546,1000008858,41957,4,"It was okay, nothing special.",App Experience,Neutral,2024-05-21
2577485,1000017215,28905,1,The order was incorrect.,App Experience,Negative,2024-06-08
6378668,1000018747,62323,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-07-04
8643386,1000005025,41372,5,Customer service was very helpful.,App Experience,Positive,2024-02-07
8602869,1000004768,12107,3,Customer service was not helpful.,Customer Service,Negative,2023-09-29
1188667,1000019255,97039,2,I had a bad experience.,App Experience,Negative,2023-10-21
7036962,1000000957,91951,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-01-20
3322510,1000016960,30980,3,"It was okay, nothing special.",Customer Service,Neutral,2023-06-25
6245963,1000008729,92936,4,Will definitely order again.,Customer Service,Positive,2023-04-05
7907633,1000015688,81270,3,"Average experience, could improve.",App Experience,Neutral,2024-06-18
3651259,1000007275,16513,4,"Excellent quality, will buy again!",Delivery,Positive,2023-09-13
3929259,1000004616,61441,1,I had a bad experience.,Product Quality,Negative,2023-11-28
4594226,1000019713,96934,3,Customer service was not helpful.,Delivery,Negative,2024-06-21
7429066,1000018458,70505,3,Not worth the price I paid.,Product Quality,Negative,2024-02-17
9807295,1000018050,74405,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-12-22
725007,1000007960,84973,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-06-12
659804,1000003411,51132,4,"It was okay, nothing special.",App Experience,Neutral,2023-06-24
2294333,1000009722,54425,5,Will definitely order again.,Product Quality,Positive,2023-03-18
999440,1000002837,37842,3,"Average experience, could improve.",Delivery,Neutral,2024-01-14
8226687,1000015349,46613,4,"It was okay, nothing special.",Product Quality,Neutral,2023-05-31
4724144,1000019244,45936,1,Customer service was not helpful.,Product Quality,Negative,2023-09-04
2946097,1000009151,71362,3,"It was okay, nothing special.",App Experience,Neutral,2024-04-28
7220721,1000012524,87988,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-10-21
9664520,1000016697,11373,1,Delivery was late and I was unhappy.,Delivery,Negative,2024-05-11
6802786,1000011373,95023,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-01-24
5581175,1000003172,87370,4,The product met my expectations.,App Experience,Neutral,2024-02-01
5180990,1000000721,74494,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-07-05
723543,1000012208,33708,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-10-21
9287401,1000009193,11459,3,Customer service was not helpful.,Product Quality,Negative,2023-09-30
7832319,1000010896,57821,4,"Average experience, could improve.",Customer Service,Neutral,2024-05-20
68625,1000015905,62169,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-11-07
9353375,1000012641,87892,4,"It was okay, nothing special.",Customer Service,Neutral,2023-10-09
8443186,1000004324,78409,4,Items were in perfect condition.,App Experience,Positive,2024-04-13
9643753,1000004008,45804,5,Will definitely order again.,App Experience,Positive,2024-09-22
1874247,1000014063,63401,3,"Average experience, could improve.",App Experience,Neutral,2023-06-25
2936081,1000017453,79327,5,Highly recommended!,App Experience,Positive,2024-03-09
5441986,1000019625,16740,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-01-19
6670600,1000015632,57569,4,"It was okay, nothing special.",Customer Service,Neutral,2023-12-11
6865531,1000017988,23968,1,The packaging was poor.,Product Quality,Negative,2023-09-26
5535770,1000011229,35673,5,"Excellent quality, will buy again!",Delivery,Positive,2024-03-27
3478785,1000007504,72071,4,Customer service was very helpful.,App Experience,Positive,2024-07-21
1254042,1000013696,57361,4,"It was okay, nothing special.",App Experience,Neutral,2024-02-17
8084167,1000011633,83133,4,"It was okay, nothing special.",App Experience,Neutral,2023-05-11
8042237,1000002189,40862,1,Items were missing from my order.,Product Quality,Negative,2023-11-14
4437518,1000016280,33385,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-06-19
7071386,1000007808,49428,4,Highly recommended!,Customer Service,Positive,2023-10-09
1889158,1000006339,96204,3,"It was okay, nothing special.",Delivery,Neutral,2023-11-30
8914932,1000004997,54294,4,"It was okay, nothing special.",Delivery,Neutral,2023-08-15
4833861,1000016584,64402,1,Product was damaged during delivery.,Product Quality,Negative,2023-11-18
2778322,1000009883,11452,5,Highly recommended!,App Experience,Positive,2023-05-05
8843597,1000005019,29799,3,"Average experience, could improve.",Customer Service,Neutral,2023-03-28
5413332,1000016581,70735,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-03-25
1870724,1000007152,44550,3,"It was okay, nothing special.",Customer Service,Neutral,2024-06-16
5206838,1000003464,89803,1,Customer service was not helpful.,App Experience,Negative,2024-08-16
4629325,1000012368,47767,1,Customer service was not helpful.,Product Quality,Negative,2024-01-23
9289593,1000003030,66351,5,Very fresh and well-packaged.,Delivery,Positive,2024-10-16
1340060,1000001216,69589,4,"Overall good experience, thank you!",App Experience,Positive,2024-09-30
1447100,1000017641,81444,3,I had a bad experience.,Customer Service,Negative,2024-07-16
6228456,1000010977,32179,3,I had a bad experience.,Delivery,Negative,2024-03-20
983879,1000011325,41371,4,"Overall good experience, thank you!",App Experience,Positive,2024-10-26
5482726,1000016743,69931,1,Not worth the price I paid.,Customer Service,Negative,2024-06-02
600446,1000002106,62509,3,Delivery was late and I was unhappy.,Customer Service,Negative,2023-09-11
1175026,1000011405,43272,1,Items were missing from my order.,Product Quality,Negative,2024-01-02
6335870,1000009424,86278,4,"Overall good experience, thank you!",App Experience,Positive,2024-02-03
7225314,1000009059,22955,5,Good selection of products.,App Experience,Positive,2024-03-09
8538209,1000007946,74750,3,Not worth the price I paid.,Product Quality,Negative,2024-04-04
9482081,1000000999,63183,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-10-29
5603065,1000007668,50129,3,"Average experience, could improve.",Product Quality,Neutral,2024-04-27
4787628,1000013795,28964,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-08-27
6028739,1000006204,33519,1,The packaging was poor.,Customer Service,Negative,2023-11-03
3354327,1000015505,53555,3,I had a bad experience.,Customer Service,Negative,2024-02-28
6206880,1000016511,21485,4,Will definitely order again.,Product Quality,Positive,2023-09-22
3225831,1000019066,73582,3,"Average experience, could improve.",Delivery,Neutral,2024-04-27
8946007,1000011143,17033,5,Will definitely order again.,Product Quality,Positive,2023-07-28
3472006,1000019641,41365,4,"Excellent quality, will buy again!",Product Quality,Positive,2023-08-08
5641400,1000012831,40115,4,Very happy with the service!,App Experience,Positive,2024-02-26
4877749,1000013796,55838,2,Product was damaged during delivery.,Customer Service,Negative,2023-05-22
7575431,1000011305,83032,4,Great prices and fast delivery!,Delivery,Positive,2024-02-07
5476639,1000016162,94990,4,The product met my expectations.,Product Quality,Neutral,2024-03-28
759934,1000016693,80168,5,Very fresh and well-packaged.,Delivery,Positive,2024-01-03
5539145,1000014086,42923,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-10-17
8357382,1000010783,73111,5,Good selection of products.,Customer Service,Positive,2023-05-18
172813,1000011412,45729,2,I had a bad experience.,Product Quality,Negative,2023-11-09
5709964,1000019811,97535,3,The product met my expectations.,App Experience,Neutral,2024-07-12
786461,1000016311,74379,5,Very happy with the service!,App Experience,Positive,2024-07-21
277249,1000003895,80438,5,Customer service was very helpful.,Customer Service,Positive,2024-08-23
9517520,1000007045,39474,1,Delivery was late and I was unhappy.,App Experience,Negative,2023-11-03
29565,1000010536,67350,3,"It was okay, nothing special.",App Experience,Neutral,2024-03-13
7673567,1000012040,15913,3,Product was damaged during delivery.,Product Quality,Negative,2024-10-01
2079367,1000017327,99039,4,"Average experience, could improve.",Delivery,Neutral,2023-11-18
9317864,1000019035,86829,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-08-03
4410592,1000000742,91123,2,Not worth the price I paid.,App Experience,Negative,2024-03-20
1873050,1000010579,36518,1,Product was damaged during delivery.,Delivery,Negative,2024-09-24
5459836,1000013052,64795,4,"Excellent quality, will buy again!",App Experience,Positive,2023-07-12
356447,1000003912,21932,1,Very disappointed with the quality.,Delivery,Negative,2023-04-01
5700319,1000014844,74078,4,"It was okay, nothing special.",Customer Service,Neutral,2023-06-02
7013639,1000009823,42439,3,"Average experience, could improve.",Customer Service,Neutral,2024-05-11
1464580,1000003092,56171,3,"It was okay, nothing special.",Customer Service,Neutral,2024-08-14
5512827,1000010493,92596,4,Customer service was very helpful.,Delivery,Positive,2023-04-25
