date,channel,spend,impressions
2023-11-12,SMS,2778.38,27170
2023-11-12,Email,223.13,4659
2023-11-12,Facebook,6236.14,34545
2023-11-12,App Notification,112.95,2483
2023-11-12,Google Ads,6672.6,18904
2023-11-12,Instagram,5081.71,23560
2023-11-13,SMS,2842.99,30682
2023-11-13,Email,614.24,11513
2023-11-13,Facebook,3473.7,16197
2023-11-13,App Notification,290.42,6304
2023-11-13,Google Ads,5576.69,18552
2023-11-13,Instagram,2677.99,16023
2023-11-14,SMS,2046.96,23146
2023-11-14,Email,448.77,10755
2023-11-14,Facebook,6137.29,36262
2023-11-14,App Notification,366.48,10092
2023-11-14,Google Ads,7113.83,23884
2023-11-14,Instagram,4602.14,23009
2023-11-15,SMS,2397.66,26711
2023-11-15,Email,240.96,3654
2023-11-15,Facebook,4082.43,23553
2023-11-15,App Notification,243.85,6934
2023-11-15,Google Ads,6718.27,27959
2023-11-15,Instagram,4337.92,27513
2023-11-16,SMS,2288.96,24973
2023-11-16,Email,480.23,8326
2023-11-16,Facebook,4384.82,25793
2023-11-16,App Notification,240.78,5421
2023-11-16,Google Ads,8601.08,32729
2023-11-16,Instagram,5009.99,36452
2023-11-17,SMS,2124.35,18671
2023-11-17,Email,569.51,10897
2023-11-17,Facebook,5933.91,25902
2023-11-17,App Notification,119.65,2456
2023-11-17,Google Ads,8902.13,23023
2023-11-17,Instagram,5135.14,33916
2023-11-18,SMS,1744.84,18746
2023-11-18,Email,535.5,12781
2023-11-18,Facebook,4315.27,25884
2023-11-18,App Notification,320.34,8331
2023-11-18,Google Ads,8988.33,40155
2023-11-18,Instagram,4726.17,22142
2023-11-19,SMS,2107.59,17894
2023-11-19,Email,420.67,8371
2023-11-19,Facebook,3035.63,11286
2023-11-19,App Notification,365.21,10853
2023-11-19,Google Ads,5291.62,23418
2023-11-19,Instagram,5825.72,35461
2023-11-20,SMS,2597.01,27291
2023-11-20,Email,236.89,5585
2023-11-20,Facebook,3471.54,17022
2023-11-20,App Notification,128.92,3040
2023-11-20,Google Ads,7195.36,21840
2023-11-20,Instagram,5352.67,33877
2023-11-21,SMS,1920.15,19712
2023-11-21,Email,224.04,3596
2023-11-21,Facebook,4881.68,23036
2023-11-21,App Notification,348.01,8780
2023-11-21,Google Ads,4874.19,20552
2023-11-21,Instagram,3295.73,21750
2023-11-22,SMS,1003.96,11546
2023-11-22,Email,732.95,11114
2023-11-22,Facebook,6877.07,32067
2023-11-22,App Notification,269.45,5776
2023-11-22,Google Ads,5410.97,23014
2023-11-22,Instagram,4514.38,32586
2023-11-23,SMS,1096.0,11843
2023-11-23,Email,679.54,15729
2023-11-23,Facebook,4760.26,27951
2023-11-23,App Notification,259.38,6533
2023-11-23,Google Ads,4256.15,11939
2023-11-23,Instagram,5325.79,26762
2023-11-24,SMS,2013.9,19296
2023-11-24,Email,219.11,3851
2023-11-24,Facebook,3575.99,14409
2023-11-24,App Notification,223.06,4870
2023-11-24,Google Ads,8205.33,21573
2023-11-24,Instagram,3924.65,26034
2023-11-25,SMS,1996.03,19974
2023-11-25,Email,344.91,6544
2023-11-25,Facebook,5872.29,33813
2023-11-25,App Notification,110.23,2717
2023-11-25,Google Ads,7450.09,29695
2023-11-25,Instagram,2522.56,16670
2023-11-26,SMS,1872.77,19287
2023-11-26,Email,766.07,13714
2023-11-26,Facebook,3283.9,16325
2023-11-26,App Notification,390.8,9657
2023-11-26,Google Ads,4965.96,17715
2023-11-26,Instagram,3072.16,17753
2023-11-27,SMS,2072.01,23662
2023-11-27,Email,791.73,18912
2023-11-27,Facebook,6564.53,32703
2023-11-27,App Notification,260.92,6733
2023-11-27,Google Ads,6900.0,18818
2023-11-27,Instagram,4785.93,22590
2023-11-28,SMS,2160.65,22747
2023-11-28,Email,737.75,11571
2023-11-28,Facebook,3616.51,20300
2023-11-28,App Notification,208.58,4809
2023-11-28,Google Ads,7865.24,22310
2023-11-28,Instagram,5325.54,38078
2023-11-29,SMS,2735.07,22578
2023-11-29,Email,251.2,4445
2023-11-29,Facebook,6979.79,30317
2023-11-29,App Notification,329.75,9365
2023-11-29,Google Ads,6579.07,24472
2023-11-29,Instagram,4058.05,25534
2023-11-30,SMS,2179.8,18474
2023-11-30,Email,593.98,10919
2023-11-30,Facebook,4643.35,26153
2023-11-30,App Notification,336.19,7237
2023-11-30,Google Ads,7587.95,22698
2023-11-30,Instagram,3599.92,23524
2023-12-01,SMS,1306.01,13601
2023-12-01,Email,744.59,17268
2023-12-01,Facebook,4904.79,25106
2023-12-01,App Notification,345.61,8842
2023-12-01,Google Ads,8966.88,24784
2023-12-01,Instagram,5940.68,32228
2023-12-02,SMS,2774.85,31676
2023-12-02,Email,344.85,7331
2023-12-02,Facebook,5530.67,21286
2023-12-02,App Notification,149.53,3668
2023-12-02,Google Ads,4689.65,14404
2023-12-02,Instagram,2816.93,14587
2023-12-03,SMS,2415.53,21190
2023-12-03,Email,494.81,12121
2023-12-03,Facebook,3958.27,19807
2023-12-03,App Notification,283.81,5925
2023-12-03,Google Ads,8797.01,31491
2023-12-03,Instagram,2751.66,16275
2023-12-04,SMS,1251.84,13967
2023-12-04,Email,345.25,8426
2023-12-04,Facebook,6112.95,31053
2023-12-04,App Notification,293.18,7605
2023-12-04,Google Ads,8756.53,28979
2023-12-04,Instagram,3680.81,22707
2023-12-05,SMS,1211.87,12389
2023-12-05,Email,799.49,19855
2023-12-05,Facebook,6995.09,24688
2023-12-05,App Notification,380.75,8489
2023-12-05,Google Ads,4393.64,12014
2023-12-05,Instagram,4911.3,32863
2023-12-06,SMS,2266.35,25655
2023-12-06,Email,737.13,11326
2023-12-06,Facebook,5901.65,33048
2023-12-06,App Notification,237.21,5474
2023-12-06,Google Ads,8011.65,26912
2023-12-06,Instagram,3150.45,15147
2023-12-07,SMS,2829.83,23680
2023-12-07,Email,293.43,5288
2023-12-07,Facebook,4337.28,17639
2023-12-07,App Notification,208.91,4767
2023-12-07,Google Ads,5456.44,24039
2023-12-07,Instagram,5897.21,34889
2023-12-08,SMS,2326.81,21138
2023-12-08,Email,697.86,11958
2023-12-08,Facebook,3184.4,12248
2023-12-08,App Notification,211.86,4278
2023-12-08,Google Ads,5510.82,15145
2023-12-08,Instagram,5672.09,36349
2023-12-09,SMS,1404.02,15343
2023-12-09,Email,730.48,17014
2023-12-09,Facebook,6154.76,30237
2023-12-09,App Notification,308.25,7970
2023-12-09,Google Ads,7156.88,31804
2023-12-09,Instagram,4452.44,30261
2023-12-10,SMS,2655.19,22346
2023-12-10,Email,290.45,5711
2023-12-10,Facebook,6498.03,35211
2023-12-10,App Notification,163.78,3447
2023-12-10,Google Ads,8340.53,31044
2023-12-10,Instagram,3638.2,18301
2023-12-11,SMS,2946.68,25278
2023-12-11,Email,415.09,8339
2023-12-11,Facebook,5724.65,25862
2023-12-11,App Notification,271.66,7498
2023-12-11,Google Ads,7551.5,33526
2023-12-11,Instagram,2912.29,16076
2023-12-12,SMS,2354.89,27015
2023-12-12,Email,433.8,9780
2023-12-12,Facebook,5975.99,26381
2023-12-12,App Notification,176.88,4888
2023-12-12,Google Ads,5891.34,17699
2023-12-12,Instagram,5879.69,36486
2023-12-13,SMS,1907.33,19896
2023-12-13,Email,653.75,11572
2023-12-13,Facebook,3099.11,16102
2023-12-13,App Notification,320.81,6537
2023-12-13,Google Ads,7637.9,25399
2023-12-13,Instagram,5227.39,26249
2023-12-14,SMS,2987.38,24036
2023-12-14,Email,750.65,12059
2023-12-14,Facebook,4465.13,24440
2023-12-14,App Notification,309.49,7005
2023-12-14,Google Ads,6384.09,20888
2023-12-14,Instagram,5697.51,39649
2023-12-15,SMS,2508.62,28503
2023-12-15,Email,245.73,4610
2023-12-15,Facebook,3718.69,21964
2023-12-15,App Notification,383.88,9282
2023-12-15,Google Ads,6195.86,22384
2023-12-15,Instagram,2532.18,16692
2023-12-16,SMS,2616.52,28027
2023-12-16,Email,297.31,5478
2023-12-16,Facebook,5841.3,29344
2023-12-16,App Notification,337.85,9448
2023-12-16,Google Ads,4419.41,19173
2023-12-16,Instagram,2987.1,14038
2023-12-17,SMS,1070.65,10835
2023-12-17,Email,205.76,3213
2023-12-17,Facebook,4278.62,24439
2023-12-17,App Notification,226.01,6740
2023-12-17,Google Ads,4595.36,17819
2023-12-17,Instagram,4383.1,27261
2023-12-18,SMS,2866.4,32078
2023-12-18,Email,524.3,9596
2023-12-18,Facebook,4342.16,17353
2023-12-18,App Notification,240.77,7037
2023-12-18,Google Ads,7148.18,19348
2023-12-18,Instagram,3585.4,25356
2023-12-19,SMS,1683.85,14529
2023-12-19,Email,668.67,14793
2023-12-19,Facebook,5825.89,28480
2023-12-19,App Notification,101.85,2988
2023-12-19,Google Ads,7911.61,24835
2023-12-19,Instagram,3396.87,17521
2023-12-20,SMS,2694.89,24101
2023-12-20,Email,402.37,7170
2023-12-20,Facebook,6460.84,26211
2023-12-20,App Notification,358.94,8461
2023-12-20,Google Ads,6091.01,15465
2023-12-20,Instagram,5180.65,36245
2023-12-21,SMS,2054.43,20880
2023-12-21,Email,331.69,6250
2023-12-21,Facebook,6086.94,26235
2023-12-21,App Notification,150.87,4114
2023-12-21,Google Ads,6742.74,30260
2023-12-21,Instagram,3850.61,21040
2023-12-22,SMS,1048.53,9233
2023-12-22,Email,429.44,8184
2023-12-22,Facebook,3817.54,17754
2023-12-22,App Notification,318.44,8473
2023-12-22,Google Ads,6197.63,16990
2023-12-22,Instagram,4630.16,30409
2023-12-23,SMS,2741.44,32066
2023-12-23,Email,336.71,6259
2023-12-23,Facebook,6193.16,35223
2023-12-23,App Notification,239.86,6878
2023-12-23,Google Ads,5994.08,25222
2023-12-23,Instagram,3184.49,16169
2023-12-24,SMS,1453.89,16324
2023-12-24,Email,233.77,4783
2023-12-24,Facebook,6356.65,33509
2023-12-24,App Notification,335.67,9148
2023-12-24,Google Ads,8682.67,24226
2023-12-24,Instagram,3721.6,18602
2023-12-25,SMS,1725.29,16649
2023-12-25,Email,610.87,11471
2023-12-25,Facebook,4864.33,25379
2023-12-25,App Notification,161.61,4299
2023-12-25,Google Ads,7996.11,28137
2023-12-25,Instagram,2711.67,14265
2023-12-26,SMS,1698.44,19017
2023-12-26,Email,354.34,6021
2023-12-26,Facebook,3349.76,18220
2023-12-26,App Notification,160.18,4398
2023-12-26,Google Ads,7633.41,21213
2023-12-26,Instagram,5487.87,38149
2023-12-27,SMS,2434.79,24480
2023-12-27,Email,439.06,7521
2023-12-27,Facebook,6434.88,23225
2023-12-27,App Notification,163.1,3719
2023-12-27,Google Ads,4899.82,17176
2023-12-27,Instagram,3742.58,18146
2023-12-28,SMS,1275.62,14679
2023-12-28,Email,294.82,4829
2023-12-28,Facebook,3682.34,20461
2023-12-28,App Notification,399.08,8385
2023-12-28,Google Ads,8566.33,26304
2023-12-28,Instagram,2791.02,20803
2023-12-29,SMS,1554.55,14280
2023-12-29,Email,455.26,7565
2023-12-29,Facebook,3954.67,14411
2023-12-29,App Notification,180.92,5365
2023-12-29,Google Ads,4768.12,18647
2023-12-29,Instagram,5333.69,29967
2023-12-30,SMS,2156.31,20179
2023-12-30,Email,781.3,14683
2023-12-30,Facebook,3761.16,13332
2023-12-30,App Notification,175.58,5069
2023-12-30,Google Ads,5445.35,17193
2023-12-30,Instagram,2745.95,18185
2023-12-31,SMS,2458.91,19771
2023-12-31,Email,442.03,6957
2023-12-31,Facebook,5349.16,29643
2023-12-31,App Notification,139.65,3319
2023-12-31,Google Ads,6104.48,23679
2023-12-31,Instagram,3574.59,16401
2024-01-01,SMS,2581.36,30560
2024-01-01,Email,249.26,5237
2024-01-01,Facebook,5471.82,27985
2024-01-01,App Notification,309.35,7227
2024-01-01,Google Ads,4323.4,12403
2024-01-01,Instagram,5192.04,29838
2024-01-02,SMS,1776.36,17620
2024-01-02,Email,486.3,8274
2024-01-02,Facebook,4889.75,17729
2024-01-02,App Notification,117.85,3352
2024-01-02,Google Ads,7470.77,22266
2024-01-02,Instagram,3333.57,24726
2024-01-03,SMS,2101.51,22331
2024-01-03,Email,521.22,9006
2024-01-03,Facebook,3432.84,16101
2024-01-03,App Notification,219.41,6213
2024-01-03,Google Ads,8992.97,28961
2024-01-03,Instagram,4225.41,30734
2024-01-04,SMS,1263.79,11441
2024-01-04,Email,466.87,8183
2024-01-04,Facebook,3045.12,17915
2024-01-04,App Notification,350.63,7597
2024-01-04,Google Ads,4746.54,16436
2024-01-04,Instagram,5477.85,36396
2024-01-05,SMS,1564.8,17478
2024-01-05,Email,530.75,9342
2024-01-05,Facebook,6826.91,34094
2024-01-05,App Notification,384.4,9251
2024-01-05,Google Ads,4811.77,16504
2024-01-05,Instagram,5813.38,32761
2024-01-06,SMS,2775.77,23893
2024-01-06,Email,316.05,7851
2024-01-06,Facebook,4389.96,22523
2024-01-06,App Notification,208.22,5618
2024-01-06,Google Ads,8143.77,20588
2024-01-06,Instagram,2560.61,14667
2024-01-07,SMS,1504.86,15279
2024-01-07,Email,238.7,5795
2024-01-07,Facebook,4963.4,21925
2024-01-07,App Notification,379.62,8989
2024-01-07,Google Ads,5734.4,17626
2024-01-07,Instagram,5464.87,39194
2024-01-08,SMS,2174.1,19608
2024-01-08,Email,783.65,14067
2024-01-08,Facebook,5239.16,28500
2024-01-08,App Notification,122.88,3501
2024-01-08,Google Ads,5244.72,18076
2024-01-08,Instagram,3622.42,18006
2024-01-09,SMS,1682.44,18855
2024-01-09,Email,529.28,10698
2024-01-09,Facebook,6056.88,25609
2024-01-09,App Notification,366.66,9069
2024-01-09,Google Ads,5423.8,20959
2024-01-09,Instagram,3228.19,14647
2024-01-10,SMS,1574.53,18175
2024-01-10,Email,472.74,10875
2024-01-10,Facebook,5470.93,23545
2024-01-10,App Notification,320.72,7065
2024-01-10,Google Ads,6282.75,27215
2024-01-10,Instagram,2793.09,12970
2024-01-11,SMS,1310.36,13254
2024-01-11,Email,339.84,7654
2024-01-11,Facebook,5425.61,24492
2024-01-11,App Notification,136.42,2793
2024-01-11,Google Ads,5072.71,19110
2024-01-11,Instagram,5220.97,24069
2024-01-12,SMS,2901.58,27316
2024-01-12,Email,257.18,4772
2024-01-12,Facebook,4918.71,18038
2024-01-12,App Notification,201.08,5622
2024-01-12,Google Ads,8933.76,39135
2024-01-12,Instagram,4925.58,34186
2024-01-13,SMS,1192.68,9605
2024-01-13,Email,721.96,14818
2024-01-13,Facebook,3152.43,14533
2024-01-13,App Notification,233.37,5449
2024-01-13,Google Ads,5578.57,18079
2024-01-13,Instagram,4381.95,24934
2024-01-14,SMS,2902.97,33244
2024-01-14,Email,340.61,7741
2024-01-14,Facebook,5433.45,20510
2024-01-14,App Notification,282.75,7757
2024-01-14,Google Ads,7885.26,30582
2024-01-14,Instagram,4717.3,22863
2024-01-15,SMS,1506.9,15381
2024-01-15,Email,582.23,13374
2024-01-15,Facebook,6553.72,28340
2024-01-15,App Notification,142.27,3748
2024-01-15,Google Ads,7778.32,27280
2024-01-15,Instagram,3300.6,16818
2024-01-16,SMS,2297.91,19585
2024-01-16,Email,344.35,5253
2024-01-16,Facebook,6655.88,36062
2024-01-16,App Notification,351.24,7061
2024-01-16,Google Ads,8444.43,25425
2024-01-16,Instagram,5556.92,38806
2024-01-17,SMS,1187.27,11604
2024-01-17,Email,491.21,7926
2024-01-17,Facebook,5719.04,22883
2024-01-17,App Notification,371.61,10254
2024-01-17,Google Ads,5030.09,17675
2024-01-17,Instagram,4789.24,24904
2024-01-18,SMS,1862.46,15097
2024-01-18,Email,658.59,12944
2024-01-18,Facebook,4863.13,28308
2024-01-18,App Notification,207.56,5962
2024-01-18,Google Ads,4684.67,17197
2024-01-18,Instagram,3620.79,17364
2024-01-19,SMS,1134.96,13148
2024-01-19,Email,548.37,12354
2024-01-19,Facebook,5426.34,29304
2024-01-19,App Notification,125.0,2680
2024-01-19,Google Ads,5414.74,18708
2024-01-19,Instagram,3437.96,17676
2024-01-20,SMS,2755.75,32397
2024-01-20,Email,728.6,15087
2024-01-20,Facebook,4926.46,23273
2024-01-20,App Notification,387.39,11007
2024-01-20,Google Ads,5570.43,22278
2024-01-20,Instagram,4795.13,31514
2024-01-21,SMS,2097.38,25000
2024-01-21,Email,491.26,11177
2024-01-21,Facebook,6118.92,25043
2024-01-21,App Notification,148.86,3484
2024-01-21,Google Ads,5270.16,16023
2024-01-21,Instagram,4322.78,28469
2024-01-22,SMS,1540.24,13849
2024-01-22,Email,590.86,14409
2024-01-22,Facebook,3002.1,15487
2024-01-22,App Notification,177.38,4246
2024-01-22,Google Ads,8990.74,24560
2024-01-22,Instagram,4299.56,24917
2024-01-23,SMS,2711.44,23769
2024-01-23,Email,479.84,8336
2024-01-23,Facebook,5200.92,25023
2024-01-23,App Notification,211.28,5825
2024-01-23,Google Ads,5717.08,20766
2024-01-23,Instagram,4000.3,29494
2024-01-24,SMS,2416.68,21712
2024-01-24,Email,734.15,14676
2024-01-24,Facebook,6357.57,34735
2024-01-24,App Notification,354.42,9132
2024-01-24,Google Ads,8371.98,29700
2024-01-24,Instagram,4304.58,31232
2024-01-25,SMS,2123.88,24948
2024-01-25,Email,357.77,5956
2024-01-25,Facebook,4258.71,22730
2024-01-25,App Notification,188.56,5218
2024-01-25,Google Ads,4163.3,17046
2024-01-25,Instagram,3888.86,28744
2024-01-26,SMS,1210.59,14475
2024-01-26,Email,526.84,12157
2024-01-26,Facebook,5805.07,25213
2024-01-26,App Notification,152.03,4199
2024-01-26,Google Ads,5267.92,20618
2024-01-26,Instagram,2754.61,14492
2024-01-27,SMS,2081.45,17917
2024-01-27,Email,266.61,5692
2024-01-27,Facebook,4310.7,17896
2024-01-27,App Notification,169.08,5014
2024-01-27,Google Ads,4349.47,18985
2024-01-27,Instagram,2679.75,13376
2024-01-28,SMS,2835.44,32553
2024-01-28,Email,493.02,8348
2024-01-28,Facebook,5738.82,32705
2024-01-28,App Notification,167.51,4687
2024-01-28,Google Ads,5980.41,19869
2024-01-28,Instagram,5331.37,31768
2024-01-29,SMS,2654.58,24981
2024-01-29,Email,219.9,5360
2024-01-29,Facebook,4730.53,16910
2024-01-29,App Notification,285.23,6792
2024-01-29,Google Ads,7774.53,29114
2024-01-29,Instagram,2937.05,21225
2024-01-30,SMS,2365.56,27549
2024-01-30,Email,350.03,7722
2024-01-30,Facebook,6967.71,34311
2024-01-30,App Notification,195.23,5763
2024-01-30,Google Ads,6198.36,16337
2024-01-30,Instagram,4076.97,28506
2024-01-31,SMS,2461.27,22761
2024-01-31,Email,457.91,8743
2024-01-31,Facebook,5952.81,33316
2024-01-31,App Notification,295.43,7667
2024-01-31,Google Ads,6585.32,29038
2024-01-31,Instagram,4299.3,26836
2024-02-01,SMS,2424.39,25106
2024-02-01,Email,310.93,7156
2024-02-01,Facebook,5826.9,20489
2024-02-01,App Notification,271.87,6676
2024-02-01,Google Ads,6533.1,25969
2024-02-01,Instagram,3573.42,23573
2024-02-02,SMS,1409.08,11404
2024-02-02,Email,266.23,6347
2024-02-02,Facebook,3883.39,14255
2024-02-02,App Notification,214.23,5414
2024-02-02,Google Ads,4137.94,10782
2024-02-02,Instagram,3411.5,20906
2024-02-03,SMS,2159.92,18200
2024-02-03,Email,675.57,13862
2024-02-03,Facebook,3091.79,17073
2024-02-03,App Notification,288.85,6867
2024-02-03,Google Ads,7042.8,21878
2024-02-03,Instagram,2975.58,20244
2024-02-04,SMS,1120.23,11651
2024-02-04,Email,315.14,5622
2024-02-04,Facebook,3212.88,18108
2024-02-04,App Notification,181.81,5067
2024-02-04,Google Ads,6801.12,17919
2024-02-04,Instagram,2920.11,17116
2024-02-05,SMS,2168.45,25431
2024-02-05,Email,760.28,11549
2024-02-05,Facebook,5332.09,23436
2024-02-05,App Notification,309.84,6433
2024-02-05,Google Ads,6817.54,28882
2024-02-05,Instagram,3779.17,27820
2024-02-06,SMS,1589.13,15807
2024-02-06,Email,366.73,8036
2024-02-06,Facebook,5658.62,29277
2024-02-06,App Notification,284.73,6961
2024-02-06,Google Ads,5669.15,14402
2024-02-06,Instagram,4182.84,29919
2024-02-07,SMS,2243.26,23148
2024-02-07,Email,550.73,11649
2024-02-07,Facebook,4566.99,26139
2024-02-07,App Notification,236.49,5453
2024-02-07,Google Ads,8280.18,24966
2024-02-07,Instagram,5832.0,35115
2024-02-08,SMS,2150.86,18096
2024-02-08,Email,767.63,13053
2024-02-08,Facebook,6569.62,28902
2024-02-08,App Notification,295.39,5919
2024-02-08,Google Ads,6274.72,19402
2024-02-08,Instagram,4887.74,29897
2024-02-09,SMS,2054.53,16989
2024-02-09,Email,223.12,3517
2024-02-09,Facebook,3801.61,22438
2024-02-09,App Notification,338.38,9124
2024-02-09,Google Ads,4957.78,19683
2024-02-09,Instagram,3329.81,18351
2024-02-10,SMS,2837.32,32742
2024-02-10,Email,283.13,6966
2024-02-10,Facebook,4701.51,17774
2024-02-10,App Notification,251.21,6611
2024-02-10,Google Ads,4697.87,15952
2024-02-10,Instagram,4401.01,25138
2024-02-11,SMS,1817.29,21340
2024-02-11,Email,364.71,7293
2024-02-11,Facebook,3643.87,14289
2024-02-11,App Notification,358.87,10115
2024-02-11,Google Ads,7007.26,28950
2024-02-11,Instagram,5139.36,26369
2024-02-12,SMS,2230.05,25042
2024-02-12,Email,262.35,5270
2024-02-12,Facebook,6335.79,35775
2024-02-12,App Notification,281.64,7380
2024-02-12,Google Ads,8343.28,35782
2024-02-12,Instagram,2682.62,17783
2024-02-13,SMS,2122.07,18547
2024-02-13,Email,599.2,13814
2024-02-13,Facebook,5095.64,24652
2024-02-13,App Notification,308.29,7430
2024-02-13,Google Ads,7927.28,28945
2024-02-13,Instagram,4337.23,29491
2024-02-14,SMS,1160.08,11502
2024-02-14,Email,730.3,16301
2024-02-14,Facebook,4051.31,17579
2024-02-14,App Notification,326.62,7452
2024-02-14,Google Ads,5304.64,22432
2024-02-14,Instagram,4264.47,21981
2024-02-15,SMS,1614.37,18407
2024-02-15,Email,409.27,7392
2024-02-15,Facebook,5118.03,17975
2024-02-15,App Notification,124.55,2839
2024-02-15,Google Ads,7511.89,19247
2024-02-15,Instagram,4011.79,22712
2024-02-16,SMS,2613.38,27542
2024-02-16,Email,242.37,3940
2024-02-16,Facebook,4692.96,17196
2024-02-16,App Notification,280.89,7088
2024-02-16,Google Ads,4112.45,10329
2024-02-16,Instagram,4763.11,23384
2024-02-17,SMS,2051.46,21547
2024-02-17,Email,573.19,8808
2024-02-17,Facebook,5371.17,27215
2024-02-17,App Notification,160.79,3610
2024-02-17,Google Ads,6760.71,24241
2024-02-17,Instagram,4612.28,25646
2024-02-18,SMS,1255.76,11360
2024-02-18,Email,591.58,14489
2024-02-18,Facebook,3486.35,12395
2024-02-18,App Notification,113.94,2650
2024-02-18,Google Ads,8192.62,27571
2024-02-18,Instagram,2735.29,19293
2024-02-19,SMS,2106.21,20791
2024-02-19,Email,232.16,4238
2024-02-19,Facebook,3203.76,18375
2024-02-19,App Notification,183.18,4407
2024-02-19,Google Ads,4918.96,12813
2024-02-19,Instagram,3056.29,16381
2024-02-20,SMS,2666.07,21644
2024-02-20,Email,721.24,15239
2024-02-20,Facebook,5572.57,24562
2024-02-20,App Notification,162.25,4158
2024-02-20,Google Ads,5748.06,14543
2024-02-20,Instagram,3551.66,17796
2024-02-21,SMS,1443.46,11598
2024-02-21,Email,434.93,10655
2024-02-21,Facebook,3995.93,22166
2024-02-21,App Notification,152.82,3982
2024-02-21,Google Ads,5016.64,20920
2024-02-21,Instagram,2696.66,18665
2024-02-22,SMS,2248.04,25634
2024-02-22,Email,311.05,5872
2024-02-22,Facebook,4420.42,19906
2024-02-22,App Notification,323.04,6637
2024-02-22,Google Ads,7511.65,28479
2024-02-22,Instagram,2737.92,12605
2024-02-23,SMS,1507.88,15028
2024-02-23,Email,343.36,6330
2024-02-23,Facebook,5542.45,24601
2024-02-23,App Notification,302.77,8266
2024-02-23,Google Ads,4659.77,19511
2024-02-23,Instagram,2504.05,17818
2024-02-24,SMS,2364.3,22914
2024-02-24,Email,384.09,7567
2024-02-24,Facebook,3360.22,12268
2024-02-24,App Notification,369.97,7478
2024-02-24,Google Ads,7599.45,30435
2024-02-24,Instagram,5783.63,41217
2024-02-25,SMS,1561.21,13475
2024-02-25,Email,650.97,14767
2024-02-25,Facebook,5539.79,23286
2024-02-25,App Notification,118.31,2452
2024-02-25,Google Ads,4804.2,13874
2024-02-25,Instagram,4043.05,28625
2024-02-26,SMS,1387.75,12495
2024-02-26,Email,764.25,17843
2024-02-26,Facebook,5148.26,24676
2024-02-26,App Notification,294.43,8284
2024-02-26,Google Ads,5737.83,22915
2024-02-26,Instagram,5892.52,41135
2024-02-27,SMS,1230.82,13538
2024-02-27,Email,355.93,8387
2024-02-27,Facebook,6426.46,33773
2024-02-27,App Notification,199.47,4394
2024-02-27,Google Ads,7425.3,30513
2024-02-27,Instagram,2690.07,18150
2024-02-28,SMS,2626.87,30323
2024-02-28,Email,560.46,11494
2024-02-28,Facebook,3733.68,16682
2024-02-28,App Notification,220.86,5271
2024-02-28,Google Ads,6333.34,16094
2024-02-28,Instagram,5043.54,26483
2024-02-29,SMS,2755.37,26789
2024-02-29,Email,315.57,5898
2024-02-29,Facebook,4504.36,23084
2024-02-29,App Notification,274.05,5988
2024-02-29,Google Ads,7977.89,24073
2024-02-29,Instagram,5680.94,32347
2024-03-01,SMS,2747.51,32147
2024-03-01,Email,511.2,9489
2024-03-01,Facebook,6282.62,34114
2024-03-01,App Notification,119.91,3559
2024-03-01,Google Ads,4728.7,18315
2024-03-01,Instagram,4629.81,28132
2024-03-02,SMS,2184.8,25784
2024-03-02,Email,261.84,4217
2024-03-02,Facebook,3387.65,15302
2024-03-02,App Notification,383.47,10401
2024-03-02,Google Ads,6882.0,29430
2024-03-02,Instagram,5254.23,37054
2024-03-03,SMS,2464.79,22526
2024-03-03,Email,616.43,14487
2024-03-03,Facebook,6334.0,33668
2024-03-03,App Notification,368.36,7407
2024-03-03,Google Ads,6803.68,24427
2024-03-03,Instagram,5789.1,38033
2024-03-04,SMS,2548.24,21073
2024-03-04,Email,307.96,6951
2024-03-04,Facebook,3482.51,14055
2024-03-04,App Notification,386.79,8625
2024-03-04,Google Ads,7173.99,20444
2024-03-04,Instagram,4690.54,26499
2024-03-05,SMS,1992.74,17819
2024-03-05,Email,546.19,11948
2024-03-05,Facebook,5420.98,24749
2024-03-05,App Notification,342.68,9538
2024-03-05,Google Ads,4172.08,12319
2024-03-05,Instagram,5953.2,31843
2024-03-06,SMS,1155.24,12993
2024-03-06,Email,789.3,17715
2024-03-06,Facebook,3829.92,19520
2024-03-06,App Notification,104.9,2304
2024-03-06,Google Ads,7444.45,18805
2024-03-06,Instagram,5353.32,30771
2024-03-07,SMS,1850.89,20631
2024-03-07,Email,483.66,11295
2024-03-07,Facebook,6769.37,36797
2024-03-07,App Notification,281.15,5676
2024-03-07,Google Ads,7954.34,35440
2024-03-07,Instagram,5492.62,26868
2024-03-08,SMS,2068.35,22837
2024-03-08,Email,713.5,17113
2024-03-08,Facebook,5302.42,21461
2024-03-08,App Notification,339.07,9717
2024-03-08,Google Ads,5465.68,13950
2024-03-08,Instagram,5556.01,25600
2024-03-09,SMS,1990.52,16491
2024-03-09,Email,732.02,16600
2024-03-09,Facebook,6088.95,30328
2024-03-09,App Notification,249.82,6877
2024-03-09,Google Ads,7901.34,27978
2024-03-09,Instagram,4935.85,33029
2024-03-10,SMS,1236.69,11769
2024-03-10,Email,435.02,8291
2024-03-10,Facebook,4242.75,25192
2024-03-10,App Notification,378.78,8345
2024-03-10,Google Ads,8745.2,36182
2024-03-10,Instagram,4776.43,22689
2024-03-11,SMS,2949.34,34681
2024-03-11,Email,638.68,15698
2024-03-11,Facebook,5781.84,21487
